product_code,unit_of_order_code,product_name(do not edit),quantity_type(do not edit),product_tag,extra_product_details,tax_applicable(Yes or No),availability(available or limited or unavailable or hidden),cost,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,product_id(do not edit),quantity_type_id(do not edit)
'J1104','',Bok Choy Baby (Shanghai),Bunch,'L2','','No','available',1.06,1.75,1.95,2.30,1.95,1.95,1.80,2.30,1.80,b5910562-48d7-40e3-a2d9-e751d609b21e,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'J1149','',Bok Choy Baby (Shanghai) (Pre-Pack),Packet,'J9','','No','available',1.33,2.20,2.45,2.64,2.45,2.45,1.75,2.64,1.75,2078564c-d6d3-4668-bc54-0dde71501c27,6153a507-b354-43e0-abf0-41160c6586c2
'M1635','Kg',Bok Choy Sliced,Kg,'J8','(60-65mm)','No','available',8.25,13.20,13.20,15.84,13.20,13.20,13.20,15.84,13.20,12c338c5-0f25-42a5-a430-2a325fbb3165,94ab9910-b3ea-495c-a740-198b0364a92f
'F0504','',Boysenberries,Pn,'E6','','No','unavailable',3.50,4.60,5.00,5.52,5.00,5.00,4.60,5.52,4.60,1dc2122c-3721-434b-8b57-b8dfc400f6fc,8f170da3-9efc-40c7-b607-758d6b00e8a2
'F0505','',Boysenberries,Tray,'E6','','No','unavailable',42.00,51.00,54.00,61.20,54.00,54.00,50.00,61.20,50.00,1dc2122c-3721-434b-8b57-b8dfc400f6fc,4e2dbf0a-c55a-47d1-9e87-a086f2c847b4
'W2705','',Breakfast Pot - Bircher,Each (300g),'Kitchen','48 hours notice required for this product','No','available',4.30,5.59,5.59,6.71,5.59,5.59,5.59,6.71,5.59,37943e4c-33ab-4ee1-9ce5-fd4688584314,ce2726c1-c57c-4d7b-940e-82248a984c2b
'W2706','',Breakfast Pot - Chia,Each (300g),'Kitchen','48 hours notice required for this product','No','available',4.30,5.59,5.59,6.71,5.59,5.59,5.59,6.71,5.59,84514062-a827-45b9-9b92-9f8924be5a00,ce2726c1-c57c-4d7b-940e-82248a984c2b
'W2707','',Breakfast Pot - Granola,Each (300g),'Kitchen','48 hours notice required for this product','No','available',4.30,5.59,5.59,6.71,5.59,5.59,5.59,6.71,5.59,1673165b-d2ef-4488-857f-5c9d8b481e59,ce2726c1-c57c-4d7b-940e-82248a984c2b
'J1105','',Broad Bean Tips,Bunch,'P7','','No','unavailable',2.50,4.50,5.00,5.40,5.00,5.00,4.00,5.40,4.00,353d6f4c-f64b-4726-9d08-ca6bab6d5e4a,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'H0742','',Broccoli,Box (8kg),'M1','','No','available',20.00,27.00,30.00,33.00,30.00,30.00,26.00,33.00,26.00,d9f05f56-2100-4d1a-a438-9eff74723ea6,a1fc5fb7-a9c2-41ae-89c4-ba85a9c58269
'H0744','',Broccoli,Kg,'M1','','No','available',2.50,4.10,4.50,4.95,4.50,4.50,3.90,4.95,3.95,d9f05f56-2100-4d1a-a438-9eff74723ea6,94ab9910-b3ea-495c-a740-198b0364a92f
'M1507','',Broccoli (Florets - small),Bag (5kg),'J4','48 hours notice required for this product','No','available',35.00,48.00,53.00,58.00,53.00,53.00,46.00,58.00,46.00,4a930437-ca49-4f1b-8754-526231ad4c80,305f8071-b64c-488d-8ac9-09703d6e68b1
'H0745','',Broccoli (LnE),Kg,'M1','','No','available',2.75,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,a4dbe9df-a9c3-4e34-9a59-e4e7af35f4a4,94ab9910-b3ea-495c-a740-198b0364a92f
'J1121','BOX',Broccoli - Chinese / Gai Lan,Box (15),'L2','','No','available',20.00,27.00,30.00,33.00,30.00,30.00,26.00,33.00,26.00,4d2339e2-31eb-4898-b268-3c326f0f78e7,2bde23dc-94a2-4cb1-8b90-e8ffe9f09e4f
'J1106','BOX',Broccoli - Chinese / Gai Lan,Box (30),'L2','','No','available',32.00,44.00,47.00,50.00,47.00,47.00,42.00,50.00,42.00,4d2339e2-31eb-4898-b268-3c326f0f78e7,90c1f6b8-46af-4ff9-9805-ec268c2131d2
'J1107','EACH',Broccoli - Chinese / Gai Lan,Bunch,'L2','','No','available',1.35,2.00,2.20,2.45,2.20,2.20,2.00,2.45,2.00,4d2339e2-31eb-4898-b268-3c326f0f78e7,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'M1508','',Broccoli Florets,Bag (5kg),'J4','48 hours notice required for this product','No','available',32.50,44.00,48.75,54.00,48.75,48.75,42.00,54.00,42.00,9d8e32d9-8c9d-4dc9-92f3-7adb81298381,305f8071-b64c-488d-8ac9-09703d6e68b1
'J1108','',Broccoli Leaves,Box,'P8','','No','unavailable',15.00,21.00,22.00,25.20,22.00,22.00,20.00,25.20,20.00,2b4a0df0-00d4-4225-9be8-1678041d25fd,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'J1109','',Broccoli Leaves,Pn,'P8','','No','unavailable',5.00,7.50,8.00,9.00,8.00,8.00,6.80,9.00,6.80,2b4a0df0-00d4-4225-9be8-1678041d25fd,8f170da3-9efc-40c7-b607-758d6b00e8a2
'H0748','',Broccolini,Box (12),'G6','','No','available',19.00,26.00,28.00,31.20,28.00,28.00,25.00,31.20,25.00,eb97f4ff-e171-4b12-8222-2afa1e216ab2,975a6c12-01fe-421d-b2e3-ed8b37c5466e
'H0749','',Broccolini,Bunch,'G6','','No','available',1.58,2.80,3.25,3.36,3.25,3.25,2.75,3.36,2.75,eb97f4ff-e171-4b12-8222-2afa1e216ab2,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'H0750','',Broccolini - Purple,Box (12),'L1','','No','unavailable',30.00,36.00,38.00,43.20,38.00,38.00,35.00,43.20,35.00,717e0269-b8f0-40db-9fad-ba11dc37c769,975a6c12-01fe-421d-b2e3-ed8b37c5466e
'H0751','',Broccolini - Purple,Bunch,'L1','','No','unavailable',2.50,3.30,3.60,3.96,3.60,3.60,3.30,3.96,3.30,717e0269-b8f0-40db-9fad-ba11dc37c769,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'M1636','Kg',Broccolini - Trimmed & Halved,Kg,'J8','','No','available',21.00,31.00,33.60,37.20,33.60,33.60,33.60,37.20,33.60,dd108db8-4eb7-4276-b5e6-cd13c778783c,94ab9910-b3ea-495c-a740-198b0364a92f
'P2013','',Bronze Fennel Fronds,Pn,'N4','','No','limited',7.00,9.80,10.50,11.76,10.50,10.50,9.50,11.76,9.50,27f7cda0-766e-4a38-928d-ad097ae1d556,8f170da3-9efc-40c7-b607-758d6b00e8a2
'H0754','',Brussel Sprouts,Box (10kg),'M1','','No','available',36.00,46.00,49.00,52.00,49.00,49.00,45.00,52.00,45.00,402e5ccd-3594-429a-8232-e3f62226c195,578eb97d-53f1-4e79-a2b4-67cea6e7e12b
'H0752','',Brussel Sprouts,Box (5kg),'M1','','No','available',20.00,27.00,30.00,33.00,30.00,30.00,26.00,33.00,32.00,402e5ccd-3594-429a-8232-e3f62226c195,3d485084-df7f-4606-b912-b5c196504808
'H0753','',Brussel Sprouts,Kg,'M1','','No','available',4.00,6.40,6.90,7.45,6.90,6.90,6.25,7.45,5.50,402e5ccd-3594-429a-8232-e3f62226c195,94ab9910-b3ea-495c-a740-198b0364a92f
'H0754','',Brussel Sprouts - Baby,Kg,'F1','','No','unavailable',7.00,10.75,11.60,12.90,11.60,11.60,10.00,12.90,10.00,66d39c13-92ac-4446-baa0-78c784c9cd6f,94ab9910-b3ea-495c-a740-198b0364a92f
'H0755','',Brussel Sprouts - Baby Red,Kg,'F1','','No','unavailable',4.50,11.50,12.20,13.80,12.20,12.20,11.00,13.80,11.00,949336a9-cd15-4255-995c-e5f84bae0828,94ab9910-b3ea-495c-a740-198b0364a92f
'B0105','',Buddha's Hand,Kg,'D','','No','limited',10.00,13.50,14.50,16.20,14.50,14.50,13.00,16.20,13.00,472792f7-001f-4f27-b1e2-9e43b6fdf5b7,94ab9910-b3ea-495c-a740-198b0364a92f
'W2710','EA',Bulk Frittata - Bacon & Leek,Each (16),'Kitchen - Bulk','48 hours notice required for this product','No','unavailable',64.00,80.00,80.00,96.00,80.00,80.00,80.00,96.00,80.00,ab20d314-11b0-4488-9b43-c9d8e03f1d94,13aba1f5-31d1-47d8-9557-6ac07914d3cc
'W2711','EA',Bulk Frittata - Vegetarian,Each (16),'Kitchen - Bulk','48 hours notice required for this product','No','unavailable',64.00,80.00,80.00,96.00,80.00,80.00,80.00,96.00,80.00,a77efe62-366a-4f17-8f7c-05b4025889d1,13aba1f5-31d1-47d8-9557-6ac07914d3cc
'W2713','EA',"Bulk Salad - Broccoli, Kale & Quinoa",Each (3kg),'Kitchen - Bulk','48 hours notice required for this product','No','available',30.00,38.00,38.00,45.60,38.00,38.00,38.00,45.60,38.00,b24677de-5e48-4150-8713-4f94008f2960,ddda35ee-dd66-498c-b4e0-ac52d76bb0f1
'W2714','EA',Bulk Salad - Coleslaw,Each (2kg),'Kitchen - Bulk','48 hours notice required for this product','No','available',15.00,22.50,22.50,27.00,22.50,22.50,22.50,27.00,22.50,715064b0-0bc3-4ada-9cdd-6b6c5fd47b77,36a5483e-0198-437e-8041-a63d08e3f978
'W2715','EA',Bulk Salad - Creamy Potato,Each (2kg),'Kitchen - Bulk','48 hours notice required for this product','No','available',15.00,20.00,20.00,24.00,20.00,20.00,20.00,24.00,20.00,9427fd18-821f-4efb-afb1-d1507635709b,36a5483e-0198-437e-8041-a63d08e3f978
'Gs104','EA',Bulk Salad - Greek,Each (2kg),'','','No','available',23.80,36.00,38.00,43.20,43.20,38.00,33.00,33.00,33.00,f754c50a-528f-48ff-a070-e3caf74755f8,36a5483e-0198-437e-8041-a63d08e3f978
'W2716','EA',"Bulk Salad - Kale, Sweet Potato & Lentil",Each (2.5Kg),'Kitchen - Bulk','48 hours notice required for this product','No','available',28.00,37.50,37.50,45.00,37.50,37.50,37.50,45.00,37.50,9ca4f44c-14bd-4ee0-919b-c7e09daec2e0,4e685a96-6d46-4592-b377-cc3cf5b70edd
'W2717','EA',"Bulk Salad - Pumpkin, Sweet Potato & Chickpea",Each (4kg),'Kitchen - Bulk','48 hours notice required for this product','No','available',40.00,45.00,45.00,54.00,45.00,45.00,45.00,54.00,45.00,b90ed318-54a8-49d2-92e7-e8c79d2983e5,7f68ca84-fc7f-4f7c-9e49-029d167ead54
'W2718','EA',Bulk Salad - Salsa Verde Potato,Each (2kg),'Kitchen - Bulk','48 hours notice required for this product','No','available',22.00,30.00,30.00,36.00,30.00,30.00,30.00,36.00,30.00,7752aed8-d74c-4f36-914f-4c6ead0f73ff,36a5483e-0198-437e-8041-a63d08e3f978
'W2720','',Bulk Soup - Cafe,Each (4L),'Kitchen - Bulk','48 hours notice required for this product','No','available',19.20,28.80,29.50,34.56,29.50,29.50,26.00,34.56,26.00,7ade3076-c557-4c7c-9dd6-2e18fdbbef00,c7a5099d-1b7e-4bb4-8fc7-a46570f7c645
'W2721','EA',Bulk Triangles - Ricotta Spinach Feta,Each (16),'Kitchen - Bulk','48 hours notice required for this product','No','unavailable',56.00,112.00,112.00,134.40,112.00,112.00,112.00,134.40,112.00,864c0033-e84d-4285-b4be-024ab35e0c6f,13aba1f5-31d1-47d8-9557-6ac07914d3cc
'J1110','',Cabbage - Baby Green,Each,'L7','','No','available',2.50,4.00,4.40,4.80,4.40,4.40,3.80,4.80,3.80,b986a406-212f-4019-9a5c-677e8c98485a,8d446963-03cb-4081-9ba7-4909f3208813
'J1111','',Cabbage - Baby Red,Each,'L7','','No','unavailable',2.00,2.80,3.00,3.36,3.00,3.00,2.70,3.36,2.70,f9aaefdc-dc5d-401e-9aa1-bb047a19f684,8d446963-03cb-4081-9ba7-4909f3208813
'J1112','',Cabbage - Baby Savoy,Each,'L7','','No','unavailable',2.00,2.80,3.00,3.36,3.00,3.00,2.70,3.36,2.70,772862e3-7cc2-4c53-b30e-d4eca9d9c19d,8d446963-03cb-4081-9ba7-4909f3208813
'J1113','',Cabbage - Black / Tuscan (Cavolo Nero),Each,'K7','','No','available',2.00,2.95,3.30,3.54,3.30,3.30,2.90,3.54,2.90,be514150-9ef4-4a35-8fbb-47a78c57c363,8d446963-03cb-4081-9ba7-4909f3208813
'J1114','',Cabbage - Green,Each,'J6','','No','available',2.50,3.40,3.75,4.15,3.75,3.75,3.25,4.15,3.80,6b459134-aab9-4259-9900-663d65464ca6,8d446963-03cb-4081-9ba7-4909f3208813
'J1115','',Cabbage - Green (LnE),Kg,'J6','','No','available',0.72,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,7e3123ef-2e99-424a-9dbe-2d4194e0e30e,94ab9910-b3ea-495c-a740-198b0364a92f
'M1509','',Cabbage - Green (Shredded),Bag (5kg),'J4','48 hours notice required for this product','No','available',11.00,17.00,18.80,21.00,18.80,18.80,16.00,21.00,16.00,b4bb125c-b8b0-4f7d-bcf9-223c701d142a,305f8071-b64c-488d-8ac9-09703d6e68b1
'M1510','',Cabbage - Green (Shredded),Kg,'J4','48 hours notice required for this product','No','available',2.20,3.75,4.00,4.50,4.00,4.00,3.50,4.50,3.50,b4bb125c-b8b0-4f7d-bcf9-223c701d142a,94ab9910-b3ea-495c-a740-198b0364a92f
'J1116','',Cabbage - Red,Each,'J8','','No','available',3.79,4.75,5.00,5.30,4.75,5.00,4.65,5.00,3.00,a92cd736-3e18-4a34-ac8d-4b2f3f30bf28,8d446963-03cb-4081-9ba7-4909f3208813
'J1117','',Cabbage - Red (LnE),Kg,'J8','','No','available',1.50,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,807d5f71-025b-40ab-9470-d69b9a6bd623,94ab9910-b3ea-495c-a740-198b0364a92f
'M1511','',Cabbage - Red (Shredded),Kg,'J4','48 hours notice required for this product','No','available',4.00,6.20,7.00,7.60,7.00,7.00,6.00,7.60,6.00,7298ab25-2d98-46b1-b6fd-7c5c6e27777a,94ab9910-b3ea-495c-a740-198b0364a92f
'J1118','',Cabbage - Savoy,Each,'J5','','No','available',4.50,5.50,5.75,6.00,5.75,5.75,5.50,6.00,4.80,0d6508bf-0670-444d-8a6c-9c6d1a3a9872,8d446963-03cb-4081-9ba7-4909f3208813
'J1119','',Cabbage - Sugarloaf,Box,'J8','','No','unavailable',50.00,64.00,68.00,76.80,68.00,68.00,62.00,76.80,62.00,dcbb392a-77a1-4ca2-b344-b2a34baa1a7f,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'J1120','',Cabbage - Sugarloaf,Each,'J8','','No','unavailable',5.00,6.60,6.90,7.92,6.90,6.90,6.50,7.92,6.50,dcbb392a-77a1-4ca2-b344-b2a34baa1a7f,8d446963-03cb-4081-9ba7-4909f3208813
'M1512','',Cabbage Green/Red (Shredded),Kg,'J4','48 hours notice required for this product','No','available',3.40,5.50,5.90,6.60,5.90,5.90,5.50,6.60,5.50,2b20de8d-5456-4c45-aeef-417dd59b3920,94ab9910-b3ea-495c-a740-198b0364a92f
'W2704','',Cake - Banana Cake,Each (800g),'Kitchen','48 hours notice required for this product','No','available',6.50,7.19,7.19,8.63,7.19,7.19,7.19,8.63,7.19,dcfe793d-4689-46b2-bf34-28b019ec4184,349f53a4-69c8-42b8-a03a-a238ab1b7eaa
'H0940','BOX',Capsicum - Green '2nds',Box,'N6','','No','available',20.00,28.00,31.00,34.00,31.00,31.00,27.00,34.00,34.00,074298ca-9a2c-41a2-84ce-bbf28c3fc16c,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'M1513','',Capsicums (Julienne),Kg,'J4','48 hours notice required for this product','No','available',10.50,16.50,18.00,20.00,18.00,18.00,16.00,20.00,16.00,beb50fb9-f675-43d9-96d3-ae74a72cd4d8,94ab9910-b3ea-495c-a740-198b0364a92f
'H0756','',Capsicums - Baby Sweet,Pn,'E3','','No','available',1.69,3.30,3.75,3.96,3.75,3.75,3.00,3.96,3.00,c653c0f1-89e6-450a-a8ca-d6f02709fb87,8f170da3-9efc-40c7-b607-758d6b00e8a2
'H0757','',Capsicums - Baby Sweet,Tray,'E3','','No','available',27.00,38.00,41.00,45.60,41.00,41.00,35.00,45.60,35.00,c653c0f1-89e6-450a-a8ca-d6f02709fb87,4e2dbf0a-c55a-47d1-9e87-a086f2c847b4
'H0762','',Capsicums - Green,Box,'M3','','No','available',30.00,38.00,38.00,38.00,38.00,38.00,38.00,38.00,38.00,fd06f672-3211-4213-b369-155fb6cf01a4,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'H0764','',Capsicums - Green,Kg,'M3','','No','available',3.75,4.75,5.25,5.80,5.25,5.25,4.75,5.80,4.75,fd06f672-3211-4213-b369-155fb6cf01a4,94ab9910-b3ea-495c-a740-198b0364a92f
'M1514','',Capsicums - Green (Diced),Bag (2.5kg),'J4','48 hours notice required for this product','No','available',23.75,33.00,35.00,39.60,35.00,35.00,32.00,39.60,32.00,fe046593-780c-41a7-97b5-8f6b5350f345,33575ae6-8aad-4c14-9921-5df547c888bf
'M1515','',Capsicums - Green (Julienne),Bag (2.5kg),'J4','48 hours notice required for this product','No','available',34.38,45.00,47.00,54.00,47.00,47.00,43.00,54.00,43.00,24cf2e65-b17d-488b-814a-2bc265ac2e8b,33575ae6-8aad-4c14-9921-5df547c888bf
'H0761','',Capsicums - Green (LnE),Kg,'M3','','No','available',3.75,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,a124ea8b-bed5-46f3-88dc-94ff60a7bf00,94ab9910-b3ea-495c-a740-198b0364a92f
'H0758','',Capsicums - Green Premium,Box,'J9','','No','available',30.00,38.00,38.00,38.00,38.00,38.00,38.00,38.00,38.00,51bfe3ce-775b-40e6-b452-5c1a92eb562d,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'H0760','',Capsicums - Green Premium,Kg,'J9','','No','available',3.75,4.75,5.25,5.80,5.95,5.25,4.75,6.50,6.25,51bfe3ce-775b-40e6-b452-5c1a92eb562d,94ab9910-b3ea-495c-a740-198b0364a92f
'H0765','',Capsicums - Orange,Each,'M3','','No','limited',8.40,15.75,16.50,18.90,16.50,16.50,15.00,18.90,15.00,3c014175-88f5-438f-837b-b92c9ff08045,8d446963-03cb-4081-9ba7-4909f3208813
'H0766','',Capsicums - Orange,Kg,'M3','','No','limited',8.40,15.75,16.50,18.90,16.50,16.50,15.00,18.90,15.00,3c014175-88f5-438f-837b-b92c9ff08045,94ab9910-b3ea-495c-a740-198b0364a92f
'H0771','',Capsicums - Red,Box,'M4','','No','available',36.00,47.00,50.00,54.00,50.00,50.00,46.00,54.00,25.00,6e9c5573-689d-464d-92cf-c99eda558e21,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'H0773','',Capsicums - Red,Kg,'M4','','No','available',4.50,6.85,7.40,7.95,7.40,7.40,6.60,7.95,5.75,6e9c5573-689d-464d-92cf-c99eda558e21,94ab9910-b3ea-495c-a740-198b0364a92f
'H0939','BOX',Capsicums - Red (2nd's),Box,'N6','','No','available',16.00,32.00,36.00,39.00,36.00,36.00,31.00,39.00,25.00,3ad95e9e-0a6f-4c75-bb54-2c0bd5b44d33,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'M1516','',Capsicums - Red (Diced),Bag (2.5kg),'J4','48 hours notice required for this product','No','available',27.50,39.00,42.00,46.80,42.00,42.00,38.00,46.80,38.00,52169b46-7d74-4ed0-b687-0e1af6880947,33575ae6-8aad-4c14-9921-5df547c888bf
'H0770','',Capsicums - Red (LNE),Kg,'M4','','No','available',4.00,6.20,6.20,6.20,6.20,6.20,6.20,6.20,6.20,002893d0-577a-4c05-ae6e-e31a05b11699,94ab9910-b3ea-495c-a740-198b0364a92f
'H0767','',Capsicums - Red Premium,Box,'J9','','No','available',36.00,47.00,50.00,54.00,50.00,50.00,46.00,54.00,55.00,775270f2-239a-427f-889e-66dd11d78e68,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'H0769','',Capsicums - Red Premium,Kg,'J9','','No','available',4.50,6.85,7.40,7.95,7.40,7.40,6.60,7.95,6.60,775270f2-239a-427f-889e-66dd11d78e68,94ab9910-b3ea-495c-a740-198b0364a92f
'H0776','',Capsicums - Yellow,Box,'M3','','No','available',32.00,43.00,47.00,52.00,47.00,47.00,42.00,52.00,40.00,3065b4ed-7238-4241-b052-082fdebf8807,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'H0778','',Capsicums - Yellow,Kg,'M3','','No','available',6.40,9.60,10.60,11.25,10.60,10.60,9.25,11.25,8.80,3065b4ed-7238-4241-b052-082fdebf8807,94ab9910-b3ea-495c-a740-198b0364a92f
'M1517','',Capsicums Red Julienne,Bag (2.5kg),'J4','48 hours notice required for this product','No','available',32.50,50.00,52.00,60.00,52.00,52.00,48.00,60.00,48.00,e5c16980-2c3f-4648-ab0a-c3244d6ebc1c,33575ae6-8aad-4c14-9921-5df547c888bf
'W2722','',Carrot Cake,Each (800g),'Kitchen','48 hours notice required for this product','No','available',6.50,8.40,8.78,10.08,8.78,8.78,8.00,10.08,8.00,fc67f8eb-79f8-42cb-b151-7461e07665e9,349f53a4-69c8-42b8-a03a-a238ab1b7eaa
'P2087','Pn',Carrot Herbs,Pn,'N4','','No','available',8.00,12.00,13.00,14.40,13.00,13.00,12.00,14.40,12.00,fe4361b6-dd08-4db4-9c66-de9d6655f12f,8f170da3-9efc-40c7-b607-758d6b00e8a2
'H0780','',Carrots,Box (15kg),'G5','','No','available',17.00,25.00,27.50,30.00,27.50,27.50,23.00,30.00,22.00,309121af-30c1-4d78-915b-343fc84ce0d1,b6f5f70b-64a5-442d-be21-ad517f978076
'H0782','',Carrots,Kg,'G5','','No','available',1.13,1.95,2.30,2.55,2.30,2.30,1.90,2.55,1.85,309121af-30c1-4d78-915b-343fc84ce0d1,94ab9910-b3ea-495c-a740-198b0364a92f
'M1518','',Carrots (Batons),Bag (5kg),'J4','48 hours notice required for this product','No','available',14.25,22.00,24.00,26.40,24.00,24.00,22.00,26.40,22.00,d61be642-be03-412a-a185-0a7be3af7e00,305f8071-b64c-488d-8ac9-09703d6e68b1
'M1519','',Carrots (Diced),Bag (5kg),'J4','48 hours notice required for this product','No','available',12.50,17.50,18.50,21.00,18.50,18.50,17.50,21.00,17.50,f991ce79-d995-4fa4-bf21-5fb8ca2f71d4,305f8071-b64c-488d-8ac9-09703d6e68b1
